body,title,url
"Toluca, Méx.- Un policía municipal fue atropellado y quedó herido de gravedad, por el conductor de un autobús de pasajeros de la línea transporte CTTSA en avenida Isidro Fabela y 5 de mayo en la Colonia Valle Verde, mientras realizaba labores de vialidad, informaron autoridades municipales.
 ",,https://www.eluniversal.com.mx/metropoli/video-atropellan-policia-mientras-realizaba-labores-de-vialidad-en-toluca
"Mendoza.- La presidenta de la Juventud Radical de la comuna de La Paz, Argentina, María del Valle González López, de 23 años, murió luego de una interrupción voluntaria del embarazo (IVE). En medio de la conmoción por su deceso, que no pasó inadvertido para las máximas autoridades del partido a nivel provincial y nacional, la Justicia investiga el hecho para determinar si la joven fue víctima de una “mala praxis” en la práctica del aborto legal o si, en cambio, lo que ocurrió fue una fatalidad.",Muere una joven durante aborto legal en Argentina; investigan mala praxis en proceso,https://www.eluniversal.com.mx/mundo/argentina-investigan-muerte-de-una-joven-durante-aborto-legal-en-el-pais
"Oaxaca de Juárez.– Con anticipación de 48 horas, este martes adultos mayores de la ciudad de Oaxaca comenzaron a formarse para poder recibir la segunda dosis de la vacunación contra el Covid-19, la cual se aplicará en 11 puntos de la capital del estado los próximos jueves, viernes y sábado, según anunció Oswaldo García Jarquín (Morena), el presidente municipal.","Con 2 días de anticipación, adultos mayores se forman para segunda dosis antiCovid en Oaxaca",https://www.eluniversal.com.mx/estados/con-2-dias-de-anticipacion-adultos-mayores-se-forman-para-segunda-dosis-anticovid-en-oaxaca
"
Los Reyes.— En los últimos 15 días, al menos dos poblados ubicados en la franja fronteriza de Michoacán y Jalisco se han quedado vacíos porque sus habitantes fueron desplazados por el Cártel Jalisco Nueva Generación (CJNG).",Huyen del Cártel Jalisco decenas de familias,https://www.eluniversal.com.mx/estados/huyen-del-cartel-jalisco-decenas-de-familias
"
Sarah Kohan,celebridad en redes sociales y modelo, compartió en su cuenta de Instagram una serie de fotografías pertenecientes a una sesión fotográfica que rodó para promocionar una lujosa marca de moda. ",La lencería de lujo con la que Sarah Kohan arrasó en Instagram ,https://www.viveusa.mx/showbiz/la-lenceria-de-lujo-con-el-que-sarah-kohan-arraso-en-instagram
"
Toluca , Méx.— Desde la noche del domingo, Guillermo Hernández se formó en la fila que había en el estadio de La Bombonera, para ser el primero en recibir la segunda dosis de la vacuna anti-Covid, junto a un grupo de personas que intentó apartar lugares para luego venderlos en este municipio, donde se espera que, en cinco días, 103 mil adultos mayores acudan a completar su esquema de inmunización con el biológico de Pfizer.",Vigilan jeringa y hasta toman video en segunda dosis de vacuna,https://www.eluniversal.com.mx/metropoli/vigilan-jeringa-y-hasta-toman-video-en-segunda-dosis-de-vacuna
"Momentos difíciles, intensos y otros llenos de felicidad, han formado la trayectoria artística de Fey, pero asegura que por muy duros que fueren los abraza y es feliz con saber que su música ha sido el soundtrack de la vida de muchos que han atravesado por lo mismo y han crecido con ella. ",Fey es feliz con saber que su música ha sido el soundtrack de la vida de muchos,https://www.eluniversal.com.mx/espectaculos/fey-es-feliz-con-saber-que-su-musica-ha-sido-el-soundtrack-de-otros
"En su conferencia mañanera de este martes, el presidente Andrés Manue López Obrador negó un aumento en el precio de la energía eléctrica ni de los combustibles “desde que llegamos al gobierno” y señaló a la periodista Denise Dresser por decir que la gasolina había aumentado 34%. ",,https://www.eluniversal.com.mx/nacion/la-mananera-de-amlo-denise-dresser-responde-amlo-sobre-precio-de-la-gasolina
"Seguramente en más de una ocasión te has preguntado cómo verte más alta. Cómo puedes sacar el máximo rendimiento de los cortes, diseños, y sobre todo, de las múltiples combinaciones de colores que deciden abanderar los directores creativos de cada firma temporada tras temporada. ",Tips de estilo para verte más alta con las tendencias de temporada,https://www.eluniversal.com.mx/de-ultima/trucos-para-verte-mas-alta-y-estar-la-moda
"El expresidente municipal panista de San Andrés Cholula, Puebla, Leoncio Paisano Arias, fue detenido por elementos ministeriales para que enfrente el presunto delito de peculado.",Detienen a exalcalde panista de San Andrés Cholula por peculado,https://www.eluniversal.com.mx/estados/detienen-exalcalde-panista-de-san-andres-cholula-por-peculado
"Un juez federal frenó, por ahora, la posible deportación, detención o aprehensión del rumano Florian Tudor, a quien se le vincula con la mafia rumana “Banda de la Riviera Maya”, dedicada a la clonación de tarjetas bancarias en destinos turísticos mexicanos.",Juez frena posible deportación o aprehensión del rumano Florian Tudor,https://www.eluniversal.com.mx/nacion/juez-frena-posible-deportacion-o-aprehension-del-rumano-florian-tudor
"Fernando Carrillo dice estar maravillado con el milagro del parto, y compartió con sus seguidores en Instagram un momento familiar: momentos del parto antes del nacimiento de su hijo Milo, lo que ha generado polémica entre algunos cibernautas por considerar la fotografía ""grotesca"" y demasiado íntima para compartirla en una red social. ",Fernando Carillo publica foto de su esposa dando a luz y causa polémica,https://www.eluniversal.com.mx/espectaculos/fernando-carrillo-causa-polemica-por-compartir-foto-de-cuando-su-esposa-dio-luz
"Comúnmente la utilizamos para aderezar una pizza, papas fritas o el conocido huevito por la mañana, incluso hay atrevidos que no pueden vivir sin esta salsa en su comida. La cátsup o salsa de tomate es una preparación agridulce de origen chino que antes se comía con pescado o carne y que para nuestra sorpresa, no contenía tomate entre sus ingredientes.",De qué está hecha la salsa de tomate de sobrecito y cómo hacerla en casa,https://www.eluniversal.com.mx/menu/no-todas-las-salsas-catsup-estan-hechas-con-jitomate-preparala-en-casa
"El Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales (Inai) consideró que el Padrón Nacional de Usuarios de Telefonía Móvil (PNUTM), aprobado por el Senado de la República esta tarde, podría poner en riesgo los datos personales de los mexicanos.",Padrón de usuarios de telefonía móvil pone en riesgo datos personales de mexicanos: Inai,https://www.eluniversal.com.mx/nacion/inai-padron-de-telefonia-movil-pone-en-riesgo-datos-personales-de-mexicanos
"
“La edad no tiene ningún límite”, dice el youtuber Tito Charly en entrevista.","""Rejuvenecen"" en la tercera edad volviéndose youtubers",https://www.eluniversal.com.mx/espectaculos/rejuvenecen-en-la-tercera-edad-volviendose-youtubers
"Cuando los protocolos sanitarios impuestos por la Liga MX son rotos por un futbolista genera un riesgo de contagio en sus compañeros y para el rival, una imprudencia, pero cuando son violentados por un entrenador, se convierte en una irresponsabilidad total al ser este personaje, el encargado de exigir disciplina en un grupo.",Aparece misterioso vídeo de Javier Aguirre en fiesta y bailando Caballo Dorado,https://www.eluniversal.com.mx/universal-deportes/futbol/aparece-misterioso-video-de-javier-aguirre-en-fiesta-y-bailando-caballo
"México llegó, al corte de este 13 de abril, a un total de 210 mil 294 muertes por Covid-19, según informaron autoridades de la Secretaría de Salud.",México supera las 210 mil muertes por Covid-19,https://www.eluniversal.com.mx/nacion/coronavirus-13-de-abril-mexico-supera-las-210-mil-muertes
"Wilmane Exumé, centrocampista del Arcahaie FC, abandonó el grupo que se encuentra concentrado para jugar contra Cruz Azul esta noche, señalan versiones de la prensa haitiana.",Jugador del Arcahaie FC habría escapado en la Ciudad de México,https://www.eluniversal.com.mx/universal-deportes/futbol/jugador-del-arcahaie-fc-habria-escapado-en-la-ciudad-de-mexico
"Luis Enrique Guzmán, hijo de Enrique Guzmán y tío de Frida Sofía reconoce que su papá sí ha sido una persona violenta, pero que eso no lo convierte en lo que su sobrina señala: un abusador sexual. En entrevista con EL UNIVERSAL, lamentó que la hija de Alejandra Guzmán se llame víctima en un momento en el que hay todo un movimiento en contra del abuso y violencia hacia las mujeres. ",,https://www.eluniversal.com.mx/espectaculos/farandula/mi-papa-es-de-caracter-fuerte-hasta-un-poco-agresivo-pero-no-un-violador-luis
"Las investigaciones para esclarecer la agresión contra René, en una cremería de la alcaldía Tlalpan, hecho que quedó registrado en un video que se difundió en redes sociales y causó indignación, derivó de una broma que le hicieron al hombre de 40 años con Síndrome de Down. ",Agresión a persona con Down en Tlalpan comenzó con broma; le prometieron un beso,https://www.eluniversal.com.mx/metropoli/agresion-persona-con-down-en-tlalpan-comenzo-con-broma-le-prometieron-un-beso
"Tijuana.- La mañana de este martes fue publicado en el Periódico Oficial de Baja California un decreto de utilidad pública del gobernador Jaime Bonilla Valdez para la expropiación del Club Campestre de Tijuana, con efecto a partir de su publicación.",Jaime Bonilla emite decreto para expropiar Club Campestre en Tijuana,https://www.eluniversal.com.mx/estados/jaime-bonilla-emite-decreto-para-expropiar-club-campestre-en-tijuana
"El 14 de abril de 1912, cerca de la medianoche, el Titanic selló su destino al colisionar con un iceberg, en pleno Atlántico. En tan solo un par de horas se consumaría su mito, el del barco que fue construido para ser uno de los más grandes y lujosos pero su viaje inaugural se tornó en una tragedia que cobró aproximadamente mil 500 vidas. ","El Titanic, comparado con barcos de crucero actuales",https://www.eluniversal.com.mx/destinos/el-titanic-comparado-con-barcos-de-crucero-actuales
"En medio de protestas frente a la sede del Instituto Nacional Electoral (INE) por parte de Morena, este martes el Consejo General del Instituto discute en sesión extraordinaria el proyecto por el que se mantiene la negativa para autorizar las candidaturas a Félix Salgado Macedonio y a Raúl Morón, para las gubernaturas de Guerrero y Michoacán respectivamente.",Sigue aquí en vivo la sesión del INE sobre las candidaturas de Félix Salgado y Raúl Morón,https://www.eluniversal.com.mx/elecciones/sigue-aqui-en-vivo-la-sesion-del-ine-sobre-las-candidaturas-de-felix-salgado-y-raul-moron
"Desde hace semanas se ha hablado de la posibilidad de que Apple realice un evento virtual para lanzar nuevos dispositivos. Sin embargo, nada de ello había sido confirmado por la empresa de la manzana, hasta ahora que su asistente inteligente Siri está adelantando que la próxima sesión está programada para el  20 de abril.",Siri nos dice cuándo será el próximo evento de Apple,https://www.eluniversal.com.mx/techbit/siri-nos-dice-cuando-sera-el-proximo-evento-de-apple
Tres mujeres y un hombre murieron tras ser atacados a balazos cuando circulaban en un automóvil por calles de la alcaldía Gustavo A. Madero.,Asesinan a tres mujeres y un hombre mientras circulaban por calles de la GAM ,https://www.eluniversal.com.mx/metropoli/asesinan-tres-mujeres-y-un-hombre-mientras-circulan-por-calles-de-la-gam
"Los contenidos y el diseño de los libros de texto gratuitos que distribuye la SEP, serán modificados por el gobierno del presidente Andrés Manuel López Obrador. Julio Patán, periodista; nos da su punto de vista. ","La madre de todas las batallas, un podcast de Ana Paula Ordorica",https://www.eluniversal.com.mx/nacion/la-madre-de-todas-las-batallas-un-podcast-de-ana-paula-ordorica
"Este martes 13 no sólo ha sido de buena suerte, sino histórico para el beisbol mexicano. Por primera vez, una pareja de hermanos peloteros nacidos en nuestro país conectó cuadrangular en las Ligas Mayores.",¡Histórico!. Primera vez que hermanos mexicanos dan jonrón en MLB el mismo día,https://www.eluniversal.com.mx/universal-deportes/beisbol/mlb-primera-vez-que-hermanos-mexicanos-dan-jonron-en-mlb-el-mismo-dia
"
El estado de Querétaro está casi en la línea de recuperar los empleos formales que se perdieron durante el periodo de confinamiento que se tuvo en la primera parte de la pandemia por el Covid-19, revelan datos del Instituto Mexicano del Social (IMSS).","Querétaro, cerca de la recuperación laboral: IMSS",https://www.eluniversalqueretaro.mx/cartera/queretaro-cerca-de-la-recuperacion-laboral-imss
"Naucalpan, Méx.- Este ayuntamiento enfrenta adeudos con la Comisión Federal de Electricidad que superan los 24 millones 751 mil pesos, no obstante la CFE reclama el pago de adeudos históricos mayores, informó el síndico Max Alexander Rábago.",Adeudos de Palacio Municipal de Naucalpan a CFE superan los 24 millones de pesos ,https://www.eluniversal.com.mx/metropoli/adeudos-de-palacio-municipal-de-naucalpan-cfe-superan-los-24-millones-de-pesos
"Ante vecinos de la colonia Alfonso XIII, la candidata de la Alianza Va por México, conformada por PAN, PRI y PRD, a la alcaldía de Álvaro Obregón, Lía Limón anunció que de obtener el triunfo este 6 de junio, peleará el Presupuesto Participativo ya que, dijo que durante los dos últimos años no ha sido ejercido en perjuicio de los habitantes, cuyos espacios públicos se encuentran abandonados, sin luminarias y sin seguridad.",Lía Limón peleará el Presupuesto Participativo de Álvaro Obregón ,https://www.eluniversal.com.mx/elecciones/lia-limon-peleara-el-presupuesto-participativo-de-alvaro-obregon
"El París Saint-Germain se cobró la venganza de la final perdida la temporada pasada y eliminó al Bayern Múnich en cuartos de la Liga de Campeones, este martes pese a perder 1-0 en el Parque de los Príncipes, haciendo bueno el triunfo 3-2 de la semana pasada en Alemania.",¡Adiós campeón! PSG elimina al Bayern Munich y avanza a la semifinales de la Champions League,https://www.eluniversal.com.mx/universal-deportes/futbol/psg-vs-bayern-munich-en-vivo-champions-league-cuartos-de-final-vuelta
La gastronomía mexicana es una de las más ricas que además incluye una amplia preparación de platillos entre cuyos ingredientes comunmente se encuentra el chile.,¿Cómo quitarle lo picoso a los chiles?,https://www.eluniversal.com.mx/menu/como-quitarle-lo-picoso-los-chiles
Esta noche en la cancha del Estadio Azteca el Cruz Azul recibirá al Arcahaie FC.,¿A qué hora es realmente el Cruz Azul vs Arcahaie FC?,https://www.eluniversal.com.mx/universal-deportes/futbol/concacaf-que-hora-es-realmente-el-cruz-azul-vs-arcahaie-fc
"Si el Consejo General del INE aprueba quitar la candidatura, el pueblo de Guerrero se va a movilizar, advirtió Félix Salgado. ",,https://www.eluniversal.com.mx/elecciones/felix-salgado-si-el-ine-nos-quita-la-candidatura-guerrero-se-va-movilizar
"Una de las grandes protagonistas de las dos noches que se vivieron en Wrestlemania 37 fue Bianca Belair, quien se convirtió en la nueva campeona femenil de SmackDown al derrotar a Sasha Banks en la primera noche del magno evento de la WWE.",Bianca Belair y el sentimiento tras su triunfo en Wrestlemania 37,https://www.eluniversal.com.mx/universal-deportes/mas-deportes/bianca-belair-y-el-sentimiento-tras-su-triunfo-en-wrestlemania-37
"La comunidad científica trabaja a pasos agigantados para frenar la propagación del Covid-19, pues si bien ya se ha aprobado el uso de distintas vacunas para prevenirlo, algunas de ellas han desencadenado efectos secundarios alarmantes en las personas inoculadas, como es el caso de la vacuna de Jonson & Johnson, la cual se ha sumado al tratamiento de AstraZeneca, como responsables de propiciar coágulos de sangre, por lo que los expertos no dejan de cuestionarse ¿qué es lo que está produciéndolos?",,https://www.eluniversal.com.mx/ciencia-y-salud/vacunas-astrazeneca-y-johnson-johnson-que-produce-la-trombosis
"Cada año, el mercado automotriz se llena de nuevos modelos con diseños innovadores y tecnología de punta, equipados para darte un máximo nivel de comodidad mientras estés detrás del volante; sin embargo, hubo una época en la que los autos no ofrecían tantos lujos y aun así se ganaron el cariño del público por su eficiencia, durabilidad o bajos costos de mantenimiento.",Autos que fueron descontinuados pero siempre recordaremos,https://www.eluniversal.com.mx/autopistas/que-autos-fueron-descontinuados-pero-siempre-recordaremos
